StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);GenericCounter1(P);GenericCounter1(C);GenericCounter2(P);GenericCounter2(C);GenericCounter3(P);GenericCounter3(C);GenericCounter4(P);GenericCounter4(C);GenericCounter5(P);GenericCounter5(C);
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:34:35:863	1372395875.863500;00:00:00;00:00:00;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;00:00:00:000;00:00:00:000;00:00:00:000;00:00:00:000;00:00:00:000;00:00:00:000;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:35:35:836	1372395935.836500;00:01:00;00:01:00;25;24.9733;24.9733;0;0;1499;1499;1499;902;586;586;11;11;0;0;0;0;0;0;0;0;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;00:00:36:378;00:00:36:378;00:00:00:275;00:00:00:275;00:00:36:219;00:00:36:219;00:00:01:191;00:00:01:191;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:35:35:836	1372395935.836500;2013-06-28	10:36:35:838	1372395995.838500;00:01:00;00:02:00;25;25.0158;24.9946;0;0;1501;3000;3000;899;1504;2090;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:109;00:00:36:185;00:00:00:219;00:00:00:265;00:00:36:109;00:00:36:141;00:00:00:219;00:00:00:663;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:36:35:838	1372395995.838500;2013-06-28	10:37:35:838	1372396055.838500;00:01:00;00:03:00;25;25;24.9964;0;0;1500;4500;4500;900;1499;3589;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:045;00:00:36:126;00:00:00:152;00:00:00:235;00:00:36:045;00:00:36:101;00:00:00:152;00:00:00:518;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:37:35:838	1372396055.838500;2013-06-28	10:38:35:838	1372396115.838500;00:01:00;00:04:00;25;25;24.9973;0;0;1500;6000;6000;906;1494;5083;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:052;00:00:36:104;00:00:00:168;00:00:00:220;00:00:36:052;00:00:36:086;00:00:00:168;00:00:00:445;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:38:35:838	1372396115.838500;2013-06-28	10:39:35:840	1372396175.840500;00:01:00;00:05:00;25;24.9992;24.9977;0;0;1500;7500;7500;903;1503;6586;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:003;00:00:36:081;00:00:00:139;00:00:00:209;00:00:36:003;00:00:36:067;00:00:00:139;00:00:00:398;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:39:35:840	1372396175.840500;2013-06-28	10:40:35:842	1372396235.842500;00:01:00;00:06:00;25;24.9992;24.9979;0;0;1500;9000;9000;906;1497;8083;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:046;00:00:36:075;00:00:00:171;00:00:00:203;00:00:36:046;00:00:36:063;00:00:00:171;00:00:00:367;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:40:35:842	1372396235.842500;2013-06-28	10:41:35:844	1372396295.844500;00:01:00;00:07:00;25;24.9992;24.9981;0;0;1500;10500;10500;901;1505;9588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:070;00:00:36:074;00:00:00:161;00:00:00:197;00:00:36:070;00:00:36:064;00:00:00:161;00:00:00:343;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:41:35:844	1372396295.844500;2013-06-28	10:42:35:844	1372396355.844500;00:01:00;00:08:00;25;25;24.9983;0;0;1500;12000;12000;900;1501;11089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:032;00:00:36:068;00:00:00:157;00:00:00:192;00:00:36:032;00:00:36:060;00:00:00:157;00:00:00:324;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:42:35:844	1372396355.844500;2013-06-28	10:43:35:844	1372396415.844500;00:01:00;00:09:00;25;25;24.9985;0;0;1500;13500;13500;906;1494;12583;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:059;00:00:36:067;00:00:00:151;00:00:00:188;00:00:36:059;00:00:36:060;00:00:00:151;00:00:00:309;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:43:35:844	1372396415.844500;2013-06-28	10:44:35:846	1372396475.846500;00:01:00;00:10:00;25;24.9992;24.9986;0;0;1500;15000;15000;899;1507;14090;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:077;00:00:36:068;00:00:00:173;00:00:00:186;00:00:36:077;00:00:36:062;00:00:00:173;00:00:00:297;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:44:35:846	1372396475.846500;2013-06-28	10:45:35:846	1372396535.846500;00:01:00;00:11:00;25;25;24.9987;0;0;1500;16500;16500;901;1498;15588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:100;00:00:36:071;00:00:00:169;00:00:00:185;00:00:36:100;00:00:36:065;00:00:00:169;00:00:00:288;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:45:35:846	1372396535.846500;2013-06-28	10:46:35:848	1372396595.848500;00:01:00;00:12:00;25;24.9992;24.9988;0;0;1500;18000;18000;902;1499;17087;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:040;00:00:36:069;00:00:00:149;00:00:00:182;00:00:36:040;00:00:36:063;00:00:00:149;00:00:00:278;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:46:35:848	1372396595.848500;2013-06-28	10:47:35:848	1372396655.848500;00:01:00;00:13:00;25;25;24.9988;0;0;1500;19500;19500;904;1498;18585;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:057;00:00:36:068;00:00:00:155;00:00:00:180;00:00:36:057;00:00:36:063;00:00:00:155;00:00:00:271;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:47:35:848	1372396655.848500;2013-06-28	10:48:35:848	1372396715.848500;00:01:00;00:14:00;25;25;24.9989;0;0;1500;21000;21000;905;1499;20084;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:051;00:00:36:066;00:00:00:151;00:00:00:178;00:00:36:051;00:00:36:062;00:00:00:151;00:00:00:264;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:48:35:848	1372396715.848500;2013-06-28	10:49:35:848	1372396775.848500;00:01:00;00:15:00;25;25;24.999;0;0;1500;22500;22500;901;1504;21588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:065;00:00:36:066;00:00:00:160;00:00:00:177;00:00:36:065;00:00:36:062;00:00:00:160;00:00:00:258;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:49:35:848	1372396775.848500;2013-06-28	10:50:35:848	1372396835.848500;00:01:00;00:16:00;25;25;24.9991;0;0;1500;24000;24000;903;1498;23086;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:056;00:00:36:066;00:00:00:145;00:00:00:175;00:00:36:056;00:00:36:062;00:00:00:145;00:00:00:252;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:50:35:848	1372396835.848500;2013-06-28	10:51:35:848	1372396895.848500;00:01:00;00:17:00;25;25;24.9991;0;0;1500;25500;25500;904;1499;24585;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:055;00:00:36:065;00:00:00:150;00:00:00:174;00:00:36:055;00:00:36:061;00:00:00:150;00:00:00:247;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:51:35:848	1372396895.848500;2013-06-28	10:52:35:852	1372396955.852500;00:01:00;00:18:00;25;24.9983;24.9991;0;0;1500;27000;27000;905;1499;26084;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:060;00:00:36:065;00:00:00:161;00:00:00:173;00:00:36:060;00:00:36:061;00:00:00:161;00:00:00:243;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:52:35:852	1372396955.852500;2013-06-28	10:53:35:852	1372397015.852500;00:01:00;00:19:00;25;25;24.9991;0;0;1500;28500;28500;899;1506;27590;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:036;00:00:36:063;00:00:00:154;00:00:00:172;00:00:36:036;00:00:36:060;00:00:00:154;00:00:00:239;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:53:35:852	1372397015.852500;2013-06-28	10:54:35:852	1372397075.852500;00:01:00;00:20:00;25;25;24.9992;0;0;1500;30000;30000;903;1496;29086;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:081;00:00:36:064;00:00:00:166;00:00:00:172;00:00:36:081;00:00:36:061;00:00:00:166;00:00:00:236;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:54:35:852	1372397075.852500;2013-06-28	10:55:35:853	1372397135.853500;00:01:00;00:21:00;25;24.9996;24.9992;0;0;1500;31500;31500;901;1502;30588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:070;00:00:36:064;00:00:00:153;00:00:00:171;00:00:36:070;00:00:36:061;00:00:00:153;00:00:00:232;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:55:35:853	1372397135.853500;2013-06-28	10:56:35:855	1372397195.855500;00:01:00;00:22:00;25;24.9992;24.9992;0;0;1500;33000;33000;901;1500;32088;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:071;00:00:36:065;00:00:00:165;00:00:00:171;00:00:36:071;00:00:36:062;00:00:00:165;00:00:00:230;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:56:35:855	1372397195.855500;2013-06-28	10:57:35:855	1372397255.855500;00:01:00;00:23:00;25;25;24.9992;0;0;1500;34500;34500;902;1499;33587;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:055;00:00:36:064;00:00:00:160;00:00:00:170;00:00:36:055;00:00:36:061;00:00:00:160;00:00:00:227;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:57:35:855	1372397255.855500;2013-06-28	10:58:35:855	1372397315.855500;00:01:00;00:24:00;25;25;24.9993;0;0;1500;36000;36000;899;1503;35090;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:070;00:00:36:064;00:00:00:159;00:00:00:170;00:00:36:070;00:00:36:062;00:00:00:159;00:00:00:225;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:58:35:855	1372397315.855500;2013-06-28	10:59:35:855	1372397375.855500;00:01:00;00:25:00;25;25;24.9993;0;0;1500;37500;37500;902;1497;36587;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:057;00:00:36:064;00:00:00:152;00:00:00:169;00:00:36:057;00:00:36:062;00:00:00:152;00:00:00:222;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	10:59:35:855	1372397375.855500;2013-06-28	11:00:35:855	1372397435.855500;00:01:00;00:26:00;25;25;24.9993;0;0;1500;39000;39000;898;1504;38091;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:045;00:00:36:063;00:00:00:164;00:00:00:169;00:00:36:045;00:00:36:061;00:00:00:164;00:00:00:220;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:00:35:855	1372397435.855500;2013-06-28	11:01:35:855	1372397495.855500;00:01:00;00:27:00;25;25;24.9993;0;0;1500;40500;40500;902;1496;39587;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:067;00:00:36:064;00:00:00:161;00:00:00:169;00:00:36:067;00:00:36:061;00:00:00:161;00:00:00:218;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:01:35:855	1372397495.855500;2013-06-28	11:02:35:855	1372397555.855500;00:01:00;00:28:00;25;25;24.9994;0;0;1500;42000;42000;906;1496;41083;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:067;00:00:36:064;00:00:00:159;00:00:00:168;00:00:36:067;00:00:36:061;00:00:00:159;00:00:00:216;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:02:35:855	1372397555.855500;2013-06-28	11:03:35:855	1372397615.855500;00:01:00;00:29:00;25;25;24.9994;0;0;1500;43500;43500;899;1507;42590;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:063;00:00:36:064;00:00:00:169;00:00:00:168;00:00:36:063;00:00:36:061;00:00:00:169;00:00:00:215;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:03:35:855	1372397615.855500;2013-06-28	11:04:35:855	1372397675.855500;00:01:00;00:30:00;25;25;24.9994;0;0;1500;45000;45000;899;1500;44090;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:031;00:00:36:063;00:00:00:147;00:00:00:168;00:00:36:031;00:00:36:060;00:00:00:147;00:00:00:213;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:04:35:855	1372397675.855500;2013-06-28	11:05:35:855	1372397735.855500;00:01:00;00:31:00;25;25;24.9994;0;0;1500;46500;46500;901;1498;45588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:047;00:00:36:062;00:00:00:158;00:00:00:168;00:00:36:047;00:00:36:060;00:00:00:158;00:00:00:211;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:05:35:855	1372397735.855500;2013-06-28	11:06:35:855	1372397795.855500;00:01:00;00:32:00;25;25;24.9994;0;0;1500;48000;48000;910;1491;47079;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:063;00:00:36:062;00:00:00:170;00:00:00:168;00:00:36:063;00:00:36:060;00:00:00:170;00:00:00:210;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:06:35:855	1372397795.855500;2013-06-28	11:07:35:855	1372397855.855500;00:01:00;00:33:00;25;25;24.9995;0;0;1500;49500;49500;903;1507;48586;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:070;00:00:36:062;00:00:00:163;00:00:00:168;00:00:36:070;00:00:36:060;00:00:00:163;00:00:00:209;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:07:35:855	1372397855.855500;2013-06-28	11:08:35:855	1372397915.855500;00:01:00;00:34:00;25;25;24.9995;0;0;1500;51000;51000;900;1503;50089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:051;00:00:36:062;00:00:00:157;00:00:00:167;00:00:36:051;00:00:36:060;00:00:00:157;00:00:00:208;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:08:35:855	1372397915.855500;2013-06-28	11:09:35:855	1372397975.855500;00:01:00;00:35:00;25;25;24.9995;0;0;1500;52500;52500;902;1498;51587;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:068;00:00:36:062;00:00:00:175;00:00:00:167;00:00:36:068;00:00:36:060;00:00:00:175;00:00:00:207;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:09:35:855	1372397975.855500;2013-06-28	11:10:35:855	1372398035.855500;00:01:00;00:36:00;25;25;24.9995;0;0;1500;54000;54000;905;1497;53084;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:053;00:00:36:062;00:00:00:160;00:00:00:167;00:00:36:053;00:00:36:060;00:00:00:160;00:00:00:205;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:10:35:855	1372398035.855500;2013-06-28	11:11:35:855	1372398095.855500;00:01:00;00:37:00;25;25;24.9995;0;0;1500;55500;55500;901;1504;54588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:036;00:00:36:061;00:00:00:150;00:00:00:167;00:00:36:036;00:00:36:059;00:00:00:150;00:00:00:204;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:11:35:855	1372398095.855500;2013-06-28	11:12:35:855	1372398155.855500;00:01:00;00:38:00;25;25;24.9995;0;0;1500;57000;57000;903;1498;56086;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:009;00:00:36:060;00:00:00:145;00:00:00:167;00:00:36:009;00:00:36:058;00:00:00:145;00:00:00:203;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:12:35:855	1372398155.855500;2013-06-28	11:13:35:855	1372398215.855500;00:01:00;00:39:00;25;25;24.9995;0;0;1500;58500;58500;899;1504;57590;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:026;00:00:36:059;00:00:00:153;00:00:00:166;00:00:36:026;00:00:36:057;00:00:00:153;00:00:00:202;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:13:35:855	1372398215.855500;2013-06-28	11:14:35:855	1372398275.855500;00:01:00;00:40:00;25;25;24.9996;0;0;1500;60000;60000;904;1495;59085;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:040;00:00:36:058;00:00:00:152;00:00:00:166;00:00:36:040;00:00:36:057;00:00:00:152;00:00:00:201;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:14:35:855	1372398275.855500;2013-06-28	11:15:35:855	1372398335.855500;00:01:00;00:41:00;25;25;24.9996;0;0;1500;61500;61500;899;1505;60590;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:040;00:00:36:058;00:00:00:161;00:00:00:166;00:00:36:040;00:00:36:056;00:00:00:161;00:00:00:200;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:15:35:855	1372398335.855500;2013-06-28	11:16:35:855	1372398395.855500;00:01:00;00:42:00;25;25;24.9996;0;0;1500;63000;63000;904;1495;62085;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:022;00:00:36:057;00:00:00:154;00:00:00:166;00:00:36:022;00:00:36:056;00:00:00:154;00:00:00:199;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:16:35:855	1372398395.855500;2013-06-28	11:17:35:855	1372398455.855500;00:01:00;00:43:00;25;25;24.9996;0;0;1500;64500;64500;899;1505;63590;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:041;00:00:36:057;00:00:00:157;00:00:00:165;00:00:36:041;00:00:36:055;00:00:00:157;00:00:00:198;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:17:35:855	1372398455.855500;2013-06-28	11:18:35:855	1372398515.855500;00:01:00;00:44:00;25;25;24.9996;0;0;1500;66000;66000;900;1499;65089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:085;00:00:36:057;00:00:00:170;00:00:00:166;00:00:36:085;00:00:36:056;00:00:00:170;00:00:00:198;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:18:35:855	1372398515.855500;2013-06-28	11:19:35:855	1372398575.855500;00:01:00;00:45:00;25;25;24.9996;0;0;1500;67500;67500;902;1498;66587;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:054;00:00:36:057;00:00:00:153;00:00:00:165;00:00:36:054;00:00:36:056;00:00:00:153;00:00:00:197;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:19:35:855	1372398575.855500;2013-06-28	11:20:35:855	1372398635.855500;00:01:00;00:46:00;25;25;24.9996;0;0;1500;69000;69000;902;1500;68087;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:045;00:00:36:057;00:00:00:151;00:00:00:165;00:00:36:045;00:00:36:056;00:00:00:151;00:00:00:196;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:20:35:855	1372398635.855500;2013-06-28	11:21:35:855	1372398695.855500;00:01:00;00:47:00;25;25;24.9996;0;0;1500;70500;70500;901;1501;69588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:051;00:00:36:057;00:00:00:158;00:00:00:165;00:00:36:051;00:00:36:056;00:00:00:158;00:00:00:195;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:21:35:855	1372398695.855500;2013-06-28	11:22:35:855	1372398755.855500;00:01:00;00:48:00;25;25;24.9996;0;0;1500;72000;72000;900;1501;71089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:048;00:00:36:057;00:00:00:161;00:00:00:165;00:00:36:048;00:00:36:055;00:00:00:161;00:00:00:194;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:22:35:855	1372398755.855500;2013-06-28	11:23:35:855	1372398815.855500;00:01:00;00:49:00;25;25;24.9996;0;0;1500;73500;73500;901;1499;72588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:049;00:00:36:057;00:00:00:152;00:00:00:165;00:00:36:049;00:00:36:055;00:00:00:152;00:00:00:194;0;0;0;0;0;0;0;0;0;0;
