StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);GenericCounter1(P);GenericCounter1(C);GenericCounter2(P);GenericCounter2(C);GenericCounter3(P);GenericCounter3(C);GenericCounter4(P);GenericCounter4(C);GenericCounter5(P);GenericCounter5(C);
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:01:36:178	1372491096.178500;2013-06-29	13:02:36:178	1372491156.178500;00:01:00;26:28:00;25;25;25;0;0;1500;2382008;2382008;898;1500;2381099;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:040;00:00:36:056;00:00:00:154;00:00:36:030;00:00:36:040;00:00:36:056;00:00:00:154;00:00:36:030;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:02:36:178	1372491156.178500;2013-06-29	13:03:36:178	1372491216.178500;00:01:00;26:29:00;25;25;25;0;0;1500;2383508;2383508;900;1498;2382597;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:056;00:00:36:056;00:00:00:162;00:00:36:053;00:00:36:056;00:00:36:056;00:00:00:162;00:00:36:053;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:03:36:178	1372491216.178500;2013-06-29	13:04:36:178	1372491276.178500;00:01:00;26:30:00;25;25;25;0;0;1500;2385008;2385008;902;1498;2384095;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:057;00:00:36:056;00:00:00:143;00:00:36:030;00:00:36:057;00:00:36:056;00:00:00:143;00:00:36:030;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:04:36:178	1372491276.178500;2013-06-29	13:05:36:178	1372491336.178500;00:01:00;26:31:00;25;25;25;0;0;1500;2386508;2386508;902;1500;2385595;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:061;00:00:36:056;00:00:00:157;00:00:36:052;00:00:36:061;00:00:36:056;00:00:00:157;00:00:36:052;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:05:36:178	1372491336.178500;2013-06-29	13:06:36:178	1372491396.178500;00:01:00;26:32:00;25;25;25;0;0;1500;2388008;2388008;900;1502;2387097;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:063;00:00:36:056;00:00:00:158;00:00:36:030;00:00:36:063;00:00:36:056;00:00:00:158;00:00:36:030;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:06:36:178	1372491396.178500;2013-06-29	13:07:36:178	1372491456.178500;00:01:00;26:33:00;25;25;25;0;0;1500;2389508;2389508;899;1501;2388598;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:040;00:00:36:056;00:00:00:161;00:00:36:052;00:00:36:040;00:00:36:056;00:00:00:161;00:00:36:052;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:07:36:178	1372491456.178500;2013-06-29	13:08:36:178	1372491516.178500;00:01:00;26:34:00;25;25;25;0;0;1500;2391008;2391008;903;1496;2390094;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:078;00:00:36:056;00:00:00:158;00:00:36:029;00:00:36:078;00:00:36:056;00:00:00:158;00:00:36:029;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:08:36:178	1372491516.178500;2013-06-29	13:09:36:178	1372491576.178500;00:01:00;26:35:00;25;25;25;0;0;1500;2392508;2392508;898;1505;2391599;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:071;00:00:36:056;00:00:00:159;00:00:36:051;00:00:36:071;00:00:36:056;00:00:00:159;00:00:36:051;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:09:36:178	1372491576.178500;2013-06-29	13:10:36:178	1372491636.178500;00:01:00;26:36:00;25;25;25;0;0;1500;2394008;2394008;900;1498;2393097;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:068;00:00:36:056;00:00:00:162;00:00:36:029;00:00:36:068;00:00:36:056;00:00:00:162;00:00:36:029;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:10:36:178	1372491636.178500;2013-06-29	13:11:36:178	1372491696.178500;00:01:00;26:37:00;25;25;25;0;0;1500;2395508;2395508;902;1498;2394595;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:050;00:00:36:056;00:00:00:159;00:00:36:051;00:00:36:050;00:00:36:056;00:00:00:159;00:00:36:051;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:11:36:178	1372491696.178500;2013-06-29	13:12:36:178	1372491756.178500;00:01:00;26:38:00;25;25;25;0;0;1500;2397008;2397008;899;1503;2396098;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:069;00:00:36:056;00:00:00:173;00:00:36:028;00:00:36:069;00:00:36:056;00:00:00:173;00:00:36:028;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:12:36:178	1372491756.178500;2013-06-29	13:13:36:178	1372491816.178500;00:01:00;26:39:00;25;25;25;0;0;1500;2398508;2398508;900;1499;2397597;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:076;00:00:36:056;00:00:00:165;00:00:36:050;00:00:36:076;00:00:36:056;00:00:00:165;00:00:36:050;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:13:36:178	1372491816.178500;2013-06-29	13:14:36:178	1372491876.178500;00:01:00;26:40:00;25;25;25;0;0;1500;2400008;2400008;899;1501;2399098;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:071;00:00:36:056;00:00:00:163;00:00:36:028;00:00:36:071;00:00:36:056;00:00:00:163;00:00:36:028;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:14:36:178	1372491876.178500;2013-06-29	13:15:36:178	1372491936.178500;00:01:00;26:41:00;25;25;25;0;0;1500;2401508;2401508;900;1499;2400597;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:035;00:00:36:056;00:00:00:153;00:00:36:050;00:00:36:035;00:00:36:056;00:00:00:153;00:00:36:050;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:15:36:178	1372491936.178500;2013-06-29	13:16:36:178	1372491996.178500;00:01:00;26:42:00;25;25;25;0;0;1500;2403008;2403008;902;1498;2402095;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:077;00:00:36:056;00:00:00:152;00:00:36:027;00:00:36:077;00:00:36:056;00:00:00:152;00:00:36:027;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:16:36:178	1372491996.178500;2013-06-29	13:17:36:178	1372492056.178500;00:01:00;26:43:00;25;25;25;0;0;1500;2404508;2404508;901;1501;2403596;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:075;00:00:36:056;00:00:00:153;00:00:36:049;00:00:36:075;00:00:36:056;00:00:00:153;00:00:36:049;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:17:36:178	1372492056.178500;2013-06-29	13:18:36:178	1372492116.178500;00:01:00;26:44:00;25;25;25;0;0;1500;2406008;2406008;901;1500;2405096;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:041;00:00:36:056;00:00:00:148;00:00:36:027;00:00:36:041;00:00:36:056;00:00:00:148;00:00:36:026;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:18:36:178	1372492116.178500;2013-06-29	13:19:36:178	1372492176.178500;00:01:00;26:45:00;25;25;25;0;0;1500;2407508;2407508;902;1499;2406595;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:034;00:00:36:056;00:00:00:149;00:00:36:048;00:00:36:034;00:00:36:056;00:00:00:149;00:00:36:048;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:19:36:178	1372492176.178500;2013-06-29	13:20:36:178	1372492236.178500;00:01:00;26:46:00;25;25;25;0;0;1500;2409008;2409008;902;1500;2408095;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:093;00:00:36:056;00:00:00:203;00:00:36:026;00:00:36:093;00:00:36:056;00:00:00:203;00:00:36:026;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:20:36:178	1372492236.178500;2013-06-29	13:21:36:178	1372492296.178500;00:01:00;26:47:00;25;25;25;0;0;1500;2410508;2410508;901;1501;2409596;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:099;00:00:36:056;00:00:00:176;00:00:36:048;00:00:36:099;00:00:36:056;00:00:00:176;00:00:36:047;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:21:36:178	1372492296.178500;2013-06-29	13:22:36:178	1372492356.178500;00:01:00;26:48:00;25;25;25;0;0;1500;2412008;2412008;901;1500;2411096;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:055;00:00:36:056;00:00:00:159;00:00:36:025;00:00:36:055;00:00:36:056;00:00:00:159;00:00:36:025;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:22:36:178	1372492356.178500;2013-06-29	13:23:36:178	1372492416.178500;00:01:00;26:49:00;25;25;25;0;0;1500;2413508;2413508;900;1501;2412597;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:044;00:00:36:056;00:00:00:144;00:00:36:047;00:00:36:044;00:00:36:056;00:00:00:144;00:00:36:047;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:23:36:178	1372492416.178500;2013-06-29	13:24:36:178	1372492476.178500;00:01:00;26:50:00;25;25;25;0;0;1500;2415008;2415008;899;1501;2414098;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:046;00:00:36:056;00:00:00:148;00:00:36:024;00:00:36:046;00:00:36:056;00:00:00:148;00:00:36:024;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:24:36:178	1372492476.178500;2013-06-29	13:25:36:178	1372492536.178500;00:01:00;26:51:00;25;25;25;0;0;1500;2416508;2416508;899;1500;2415598;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:064;00:00:36:056;00:00:00:149;00:00:36:046;00:00:36:064;00:00:36:056;00:00:00:149;00:00:36:046;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:25:36:178	1372492536.178500;2013-06-29	13:26:36:178	1372492596.178500;00:01:00;26:52:00;25;25;25;0;0;1500;2418008;2418008;901;1498;2417096;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:055;00:00:36:056;00:00:00:153;00:00:36:024;00:00:36:055;00:00:36:056;00:00:00:153;00:00:36:023;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:26:36:178	1372492596.178500;2013-06-29	13:27:36:178	1372492656.178500;00:01:00;26:53:00;25;25;25;0;0;1500;2419508;2419508;902;1499;2418595;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:044;00:00:36:056;00:00:00:149;00:00:36:045;00:00:36:044;00:00:36:056;00:00:00:149;00:00:36:045;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:27:36:178	1372492656.178500;2013-06-29	13:28:36:178	1372492716.178500;00:01:00;26:54:00;25;25;25;0;0;1500;2421008;2421008;907;1495;2420090;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:043;00:00:36:056;00:00:00:143;00:00:36:023;00:00:36:043;00:00:36:056;00:00:00:143;00:00:36:023;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:28:36:178	1372492716.178500;2013-06-29	13:29:36:178	1372492776.178500;00:01:00;26:55:00;25;25;25;0;0;1500;2422508;2422508;898;1509;2421599;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:074;00:00:36:056;00:00:00:160;00:00:36:044;00:00:36:074;00:00:36:056;00:00:00:160;00:00:36:044;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:29:36:178	1372492776.178500;2013-06-29	13:30:36:178	1372492836.178500;00:01:00;26:56:00;25;25;25;0;0;1500;2424008;2424008;902;1496;2423095;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:050;00:00:36:056;00:00:00:149;00:00:36:022;00:00:36:050;00:00:36:056;00:00:00:149;00:00:36:021;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:30:36:178	1372492836.178500;2013-06-29	13:31:36:178	1372492896.178500;00:01:00;26:57:00;25;25;25;0;0;1500;2425508;2425508;899;1503;2424598;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:024;00:00:36:056;00:00:00:160;00:00:36:043;00:00:36:024;00:00:36:056;00:00:00:160;00:00:36:043;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:31:36:178	1372492896.178500;2013-06-29	13:32:36:178	1372492956.178500;00:01:00;26:58:00;25;25;25;0;0;1500;2427008;2427008;900;1499;2426097;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:045;00:00:36:056;00:00:00:157;00:00:36:021;00:00:36:045;00:00:36:056;00:00:00:157;00:00:36:020;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:32:36:178	1372492956.178500;2013-06-29	13:33:36:193	1372493016.193500;00:01:00;26:59:00;25;24.9938;25;0;0;1500;2428508;2428508;897;1503;2427600;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:051;00:00:36:056;00:00:00:163;00:00:36:042;00:00:36:051;00:00:36:056;00:00:00:163;00:00:36:042;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:33:36:193	1372493016.193500;2013-06-29	13:34:36:193	1372493076.193500;00:01:00;27:00:00;25;25.0167;25;0;0;1501;2430009;2430009;901;1497;2429097;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:047;00:00:36:056;00:00:00:155;00:00:36:020;00:00:36:047;00:00:36:056;00:00:00:155;00:00:36:019;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:34:36:193	1372493076.193500;2013-06-29	13:35:36:193	1372493136.193500;00:01:00;27:01:00;25;25;25;0;0;1500;2431509;2431509;902;1499;2430596;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:045;00:00:36:056;00:00:00:147;00:00:36:041;00:00:36:045;00:00:36:056;00:00:00:147;00:00:36:041;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:35:36:193	1372493136.193500;2013-06-29	13:36:36:193	1372493196.193500;00:01:00;27:02:00;25;25;25;0;0;1500;2433009;2433009;906;1496;2432092;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:050;00:00:36:056;00:00:00:148;00:00:36:019;00:00:36:050;00:00:36:056;00:00:00:148;00:00:36:018;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:36:36:193	1372493196.193500;2013-06-29	13:37:36:193	1372493256.193500;00:01:00;27:03:00;25;25;25;0;0;1500;2434509;2434509;902;1504;2433596;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:049;00:00:36:056;00:00:00:153;00:00:36:039;00:00:36:049;00:00:36:056;00:00:00:153;00:00:36:039;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:37:36:193	1372493256.193500;2013-06-29	13:38:36:193	1372493316.193500;00:01:00;27:04:00;25;25;25;0;0;1500;2436009;2436009;899;1503;2435099;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:044;00:00:36:056;00:00:00:150;00:00:36:017;00:00:36:044;00:00:36:056;00:00:00:150;00:00:36:017;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:38:36:193	1372493316.193500;2013-06-29	13:39:36:193	1372493376.193500;00:01:00;27:05:00;25;25;25;0;0;1500;2437509;2437509;902;1497;2436596;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:044;00:00:36:056;00:00:00:154;00:00:36:038;00:00:36:044;00:00:36:056;00:00:00:154;00:00:36:038;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:39:36:193	1372493376.193500;2013-06-29	13:40:36:193	1372493436.193500;00:01:00;27:06:00;25;25;25;0;0;1500;2439009;2439009;899;1503;2438099;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:033;00:00:36:056;00:00:00:142;00:00:36:016;00:00:36:033;00:00:36:056;00:00:00:142;00:00:36:016;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:40:36:193	1372493436.193500;2013-06-29	13:41:36:193	1372493496.193500;00:01:00;27:07:00;25;25;25;0;0;1500;2440509;2440509;897;1502;2439601;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:031;00:00:36:056;00:00:00:158;00:00:36:037;00:00:36:031;00:00:36:056;00:00:00:158;00:00:36:037;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:41:36:193	1372493496.193500;2013-06-29	13:42:36:193	1372493556.193500;00:01:00;27:08:00;25;25;25;0;0;1500;2442009;2442009;901;1496;2441097;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:045;00:00:36:056;00:00:00:155;00:00:36:015;00:00:36:045;00:00:36:056;00:00:00:155;00:00:36:015;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:42:36:193	1372493556.193500;2013-06-29	13:43:36:193	1372493616.193500;00:01:00;27:09:00;25;25;25;0;0;1500;2443509;2443509;900;1501;2442598;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:065;00:00:36:056;00:00:00:161;00:00:36:036;00:00:36:065;00:00:36:056;00:00:00:161;00:00:36:035;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:43:36:193	1372493616.193500;2013-06-29	13:44:36:193	1372493676.193500;00:01:00;27:10:00;25;25;25;0;0;1500;2445009;2445009;901;1499;2444097;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:012;00:00:36:056;00:00:00:144;00:00:36:013;00:00:36:012;00:00:36:056;00:00:00:144;00:00:36:013;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:44:36:193	1372493676.193500;2013-06-29	13:45:36:193	1372493736.193500;00:01:00;27:11:00;25;25;25;0;0;1500;2446509;2446509;899;1502;2445599;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:047;00:00:36:056;00:00:00:172;00:00:36:034;00:00:36:047;00:00:36:056;00:00:00:172;00:00:36:034;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:45:36:193	1372493736.193500;2013-06-29	13:46:36:193	1372493796.193500;00:01:00;27:12:00;25;25;25;0;0;1500;2448009;2448009;901;1498;2447097;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:048;00:00:36:056;00:00:00:156;00:00:36:055;00:00:36:048;00:00:36:056;00:00:00:156;00:00:36:055;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:46:36:193	1372493796.193500;2013-06-29	13:47:36:205	1372493856.205500;00:01:00;27:13:00;25;24.9783;25;0;0;1499;2449508;2449508;897;1503;2448600;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:039;00:00:36:056;00:00:00:148;00:00:36:033;00:00:36:039;00:00:36:056;00:00:00:148;00:00:36:033;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:47:36:205	1372493856.205500;2013-06-29	13:48:36:205	1372493916.205500;00:01:00;27:14:00;25;25.0167;25;0;0;1501;2451009;2451009;901;1497;2450097;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:039;00:00:36:056;00:00:00:156;00:00:36:053;00:00:36:039;00:00:36:056;00:00:00:156;00:00:36:053;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:48:36:205	1372493916.205500;2013-06-29	13:49:36:205	1372493976.205500;00:01:00;27:15:00;25;25;25;0;0;1500;2452509;2452509;900;1501;2451598;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:038;00:00:36:056;00:00:00:155;00:00:36:031;00:00:36:038;00:00:36:056;00:00:00:155;00:00:36:031;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:49:36:205	1372493976.205500;2013-06-29	13:50:36:205	1372494036.205500;00:01:00;27:16:00;25;25;25;0;0;1500;2454009;2454009;903;1497;2453095;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:040;00:00:36:056;00:00:00:163;00:00:36:052;00:00:36:040;00:00:36:056;00:00:00:163;00:00:36:052;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-29	13:50:36:205	1372494036.205500;2013-06-29	13:51:36:205	1372494096.205500;00:01:00;27:17:00;25;25;25;0;0;1500;2455509;2455509;900;1503;2454598;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;285;0;0;00:00:36:058;00:00:36:056;00:00:00:153;00:00:36:030;00:00:36:058;00:00:36:056;00:00:00:153;00:00:36:030;0;0;0;0;0;0;0;0;0;0;
